job_id,design_index,family_index,constraint,k,t,n_low,n,nfa_states,unrolled_states,seed,dataset,structural_cell_index,replicate_index,base_instance_id,multi_token_keyword_count,compiled_constraint_sha256,job_sha256,status,failure_kind,timeout_s,precompute_timeout_s,generation_timeout_s,timed_out,timeout_phase,progress_phase,worker_subprocess_runtime_s,grammar_build_runtime_s,compile_runtime_s,xgrammar_precompute_runtime_s,setup_runtime_s,grammar_rule_count,grammar_edge_count,grammar_bytes,compiled_grammar_memory_bytes,model_vocab_size,initial_mask_audit,model_load_runtime_s,method,tokenizer_config_load_runtime_s,generation_runtime_s,prompt_token_count,generated_total_len,generated_content_len,generated_token_ids,generated_content_token_ids,canonical_eos_token_id,terminal_token_ids,terminal_eos_token_id,terminal_eos_count,terminated_with_eos,hit_content_token_cap,keyword_occurrence_counts,generated_text,valid_generation,peak_gpu_allocated_bytes,worker_total_runtime_s
000_common_gen_kth_last_k1_t1,0,0,kth_last,1,1,2,65,3,254,897793754,common_gen,0,0,common_gen:validation:930,0,de8a047d1c9f2ac85062de05c4f6dfcbb906a694d2074cd10d491ef76b86a331,5c704c386dd6928eb30b1ea1f51de6db0901c6823f7618ea6e519dca73d200e2,success,,512.0,512.0,512.0,False,,model_loaded,19.789600474003237,0.491662333952263,0.028931548993568867,0.5205938829458319,0.5205938829458319,132,317,5296,973561,248320,"{""allowed_count"": 248068, ""expected_count"": 248068, ""missing_expected"": [], ""ok"": true, ""stop_token_ids"": [248044, 248046], ""unexpected_allowed"": []}",2.50009605899686,xgrammar,0.81149061297765,3.2513014239957556,44,65,64,"[7691, 2113, 383, 1024, 6714, 22162, 310, 4565, 7948, 2261, 279, 10647, 8981, 13, 271, 11862, 81639, 25, 328, 22037, 1, 369, 61144, 639, 430, 328, 86, 451, 3158, 332, 271, 332, 7691, 2113, 383, 1024, 6714, 22162, 310, 4565, 7948, 2261, 279, 10647, 8981, 159029, 271, 6391, 13784, 11, 1042, 579, 311, 27864, 279, 7059, 15060, 13, 328, 22037, 1, 628, 2977, 9558, 248046]","[7691, 2113, 383, 1024, 6714, 22162, 310, 4565, 7948, 2261, 279, 10647, 8981, 13, 271, 11862, 81639, 25, 328, 22037, 1, 369, 61144, 639, 430, 328, 86, 451, 3158, 332, 271, 332, 7691, 2113, 383, 1024, 6714, 22162, 310, 4565, 7948, 2261, 279, 10647, 8981, 159029, 271, 6391, 13784, 11, 1042, 579, 311, 27864, 279, 7059, 15060, 13, 328, 22037, 1, 628, 2977, 9558]",248046,"[248046, 248044]",248046,1,True,True,[1],"She put on her favorite coat to stay warm during the sudden cold.

***Correction: ""wear"" is conjugated as ""wore"".**

**She put on her favorite coat to stay warm during the sudden cold.**

*(Wait, let's re-read the concept carefully. ""wear"" can mean wear",True,3793957376,8.430748395971023
001_common_gen_kth_last_k3_t1,1,1,kth_last,3,1,2,65,5,370,1812287493,common_gen,1,0,common_gen:validation:194,0,7115cb104e0ad93422b5ba3d6d34aa287c6f255df24764048dce1e88137ca3a9,9d174e71cdf96c7866f02728cef638f46d32b05feebda34b561a2ef0cc948e38,success,,512.0,512.0,512.0,False,,model_loaded,19.82731388200773,0.4986345060169697,0.07228913297876716,0.5709236389957368,0.5709236389957368,252,679,11766,4440742,248320,"{""allowed_count"": 248068, ""expected_count"": 248068, ""missing_expected"": [], ""ok"": true, ""stop_token_ids"": [248044, 248046], ""unexpected_allowed"": []}",2.4823212740011513,xgrammar,0.8223273089970462,3.268993007019162,44,65,64,"[19604, 4019, 12404, 279, 12401, 17415, 440, 780, 83978, 11, 50690, 11, 321, 28443, 13, 271, 6391, 81639, 3018, 6681, 383, 279, 1879, 7059, 1103, 4653, 271, 19604, 45867, 279, 32946, 3559, 279, 2972, 2850, 332, 1345, 39139, 279, 82072, 13, 271, 6391, 3812, 34243, 25, 328, 53670, 703, 1, 7701, 430, 264, 37220, 35697, 303, 279, 1103, 9533, 88081, 430, 50690, 13, 561, 248046]","[19604, 4019, 12404, 279, 12401, 17415, 440, 780, 83978, 11, 50690, 11, 321, 28443, 13, 271, 6391, 81639, 3018, 6681, 383, 279, 1879, 7059, 1103, 4653, 271, 19604, 45867, 279, 32946, 3559, 279, 2972, 2850, 332, 1345, 39139, 279, 82072, 13, 271, 6391, 3812, 34243, 25, 328, 53670, 703, 1, 7701, 430, 264, 37220, 35697, 303, 279, 1103, 9533, 88081, 430, 50690, 13, 561]",248046,"[248046, 248044]",248046,1,True,True,[2],"Tim epicted the vast ocean with his kayak, raft, and sail.

*(Correction based exactly on the input concept list)*

Tim scanned the horizon below the **raft** while securing the sails.

*(Refusal: ""Raft"" appears as a plural noun in the list gender-neutral as raft. The",True,3793957376,8.453309293021448
002_common_gen_kth_last_k4_t1,2,2,kth_last,4,1,2,65,6,425,1700166206,common_gen,2,0,common_gen:validation:593,0,e587687006feaab7cb2ac8ba96a11064a7a239c4ceedab7d26d8d66777bca6f8,8bf15808ed9f3ef0302e390a663fdef294316cbcf7ebe281a41645c3f4be0312,success,,512.0,512.0,512.0,False,,model_loaded,19.73429352097446,0.44425789098022506,0.09414180496241897,0.538399695942644,0.538399695942644,309,851,14845,6936235,248320,"{""allowed_count"": 248068, ""expected_count"": 248068, ""missing_expected"": [], ""ok"": true, ""stop_token_ids"": [248044, 248046], ""unexpected_allowed"": []}",2.5270301870186813,xgrammar,0.783905602991581,3.2601245760452002,44,65,64,"[40, 4517, 5442, 279, 491, 3972, 8464, 1746, 383, 821, 4034, 13, 271, 13784, 11, 279, 9640, 16561, 364, 279, 1103, 314, 18369, 4241, 5623, 1293, 310, 381, 1429, 13, 6558, 579, 311, 12, 16403, 13, 561, 7359, 369, 310, 958, 660, 314, 279, 18369, 303, 279, 1103, 11, 524, 13902, 1066, 279, 3299, 328, 5623, 1, 430, 264, 37172, 1746, 11, 3384, 328, 248046]","[40, 4517, 5442, 279, 491, 3972, 8464, 1746, 383, 821, 4034, 13, 271, 13784, 11, 279, 9640, 16561, 364, 279, 1103, 314, 18369, 4241, 5623, 1293, 310, 381, 1429, 13, 6558, 579, 311, 12, 16403, 13, 561, 7359, 369, 310, 958, 660, 314, 279, 18369, 303, 279, 1103, 11, 524, 13902, 1066, 279, 3299, 328, 5623, 1, 430, 264, 37172, 1746, 11, 3384, 328]",248046,"[248046, 248044]",248046,1,True,True,[2],"I enjoy playing the new virtual reality game on my screen.

Wait, the prompt asks for the list of concepts [""game""] to be used. Let's re-interpret. The instruction is to use all of the concepts in the list, not necessarily just the word ""game"" as a substring game, though """,True,3793957376,8.451052458025515
003_common_gen_kth_last_k6_t1,3,3,kth_last,6,1,2,65,8,529,842411654,common_gen,3,0,common_gen:validation:218,0,f86b60ee7be6e7e0f7551a687da5e900528f51e57cd713c684d0da0effdcdfc5,7169d259139767040caa05a88ca856cda8b42cbfc9324287cf849245ac15b0d5,success,,512.0,512.0,512.0,False,,model_loaded,18.5555589790456,0.49516724998829886,0.1491884250426665,0.6443556750309654,0.6443556750309654,417,1177,20691,13165306,248320,"{""allowed_count"": 248068, ""expected_count"": 248068, ""missing_expected"": [], ""ok"": true, ""stop_token_ids"": [248044, 248046], ""unexpected_allowed"": []}",2.4101603560266085,xgrammar,0.8336824860307388,2.1273292519617826,44,29,28,"[7691, 59736, 279, 4776, 2094, 279, 2002, 2980, 1292, 5326, 16060, 264, 5614, 13, 271, 760, 6797, 78911, 279, 62170, 1332, 279, 4776, 995, 21748, 364, 3979, 13, 248046]","[7691, 59736, 279, 4776, 2094, 279, 2002, 2980, 1292, 5326, 16060, 264, 5614, 13, 271, 760, 6797, 78911, 279, 62170, 1332, 279, 4776, 995, 21748, 364, 3979, 13]",248046,"[248046, 248044]",248046,1,True,False,[2],"She chased the ball around the field until she finally scored a goal.

The sun warmed the pavement where the ball had rolled for hours.",True,3793957376,7.321008106984664
004_common_gen_kth_last_k7_t1,4,4,kth_last,7,1,2,65,9,578,1633392913,common_gen,4,0,common_gen:validation:247,0,7311631a1fc8a2fede2bf74d67af89f14ceb99ade43bd1c5bb9d069c8e29608a,e5310a99c574343ec5d60f5634acedafc8176bdce1d0724a7657b7bf7a4ef6ed,success,,512.0,512.0,512.0,False,,model_loaded,14.617149621015415,0.4608789319754578,0.15471011400222778,0.6155890459776856,0.6155890459776856,468,1331,23458,16790572,248320,"{""allowed_count"": 248068, ""expected_count"": 248068, ""missing_expected"": [], ""ok"": true, ""stop_token_ids"": [248044, 248046], ""unexpected_allowed"": []}",2.0667618510196917,xgrammar,0.7858745609992184,3.2390128550468944,44,65,64,"[9658, 264, 8720, 314, 2919, 369, 660, 488, 1144, 310, 1151, 279, 1834, 440, 13, 198, 9658, 264, 8720, 314, 2919, 369, 660, 488, 1144, 364, 264, 34728, 6353, 1151, 13, 198, 7691, 51358, 264, 8720, 314, 2919, 310, 1438, 893, 19159, 1024, 47921, 13, 198, 4350, 488, 513, 93760, 11, 488, 1220, 6808, 264, 8720, 314, 2919, 13, 198, 2064, 369, 34728, 310, 248046]","[9658, 264, 8720, 314, 2919, 369, 660, 488, 1144, 310, 1151, 279, 1834, 440, 13, 198, 9658, 264, 8720, 314, 2919, 369, 660, 488, 1144, 364, 264, 34728, 6353, 1151, 13, 198, 7691, 51358, 264, 8720, 314, 2919, 310, 1438, 893, 19159, 1024, 47921, 13, 198, 4350, 488, 513, 93760, 11, 488, 1220, 6808, 264, 8720, 314, 2919, 13, 198, 2064, 369, 34728, 310]",248046,"[248046, 248044]",248046,1,True,True,[4],"Just a glass of water is all you need to start the day with.
Just a glass of water is all you need for a refreshing morning start.
She drank a glass of water to help quench her thirst.
When you are thirsty, you should drink a glass of water.
It is refreshing to",True,3793957376,7.9971575399977155
005_common_gen_kth_last_k9_t1,5,5,kth_last,9,1,2,65,11,670,2090001954,common_gen,5,0,common_gen:validation:462,0,4d8b74259c4b8e4eceae7e13f5fe34a07a4b1ad758f4559df765763385a52d21,5f4c75ce8fddd6c13219f711887fee943fb6a1292f02486f044a4567313da550,success,,512.0,512.0,512.0,False,,model_loaded,15.08425192401046,0.4830443820101209,0.19043380295624956,0.6734781849663705,0.6734781849663705,564,1621,28904,24806725,248320,"{""allowed_count"": 248068, ""expected_count"": 248068, ""missing_expected"": [], ""ok"": true, ""stop_token_ids"": [248044, 248046], ""unexpected_allowed"": []}",2.1676273370394483,xgrammar,0.7990377389942296,3.226830556988716,44,65,64,"[1596, 2590, 8543, 2272, 15687, 12534, 303, 279, 8720, 488, 9896, 440, 2919, 13, 271, 6391, 8839, 25, 353, 19729, 264, 11316, 421, 24660, 33794, 287, 310, 678, 7359, 13, 15767, 279, 4499, 69330, 314, 328, 3491, 15275, 12534, 303, 279, 8720, 9896, 440, 2919, 1288, 2361, 46767, 22134, 2493, 381, 25, 328, 3320, 2617, 8720, 1606, 369, 4101, 1518, 48716, 12701, 1083, 424, 248046]","[1596, 2590, 8543, 2272, 15687, 12534, 303, 279, 8720, 488, 9896, 440, 2919, 13, 271, 6391, 8839, 25, 353, 19729, 264, 11316, 421, 24660, 33794, 287, 310, 678, 7359, 13, 15767, 279, 4499, 69330, 314, 328, 3491, 15275, 12534, 303, 279, 8720, 9896, 440, 2919, 1288, 2361, 46767, 22134, 2493, 381, 25, 328, 3320, 2617, 8720, 1606, 369, 4101, 1518, 48716, 12701, 1083, 424]",248046,"[248046, 248044]",248046,1,True,True,[3],"We always warn against drinking alcohol in the glass you filled with water.

*(Note: I constructed a sentence that strictly adheres to your instruction. Given the potential ambiguity of ""drinking alcohol in the glass filled with water,"" another clearer interpretation might be: ""Be sure glassware is clean before pouring wine into it",True,3793957376,8.141610883991234
006_common_gen_kth_last_k11_t1,6,6,kth_last,11,1,2,65,13,754,1818931647,common_gen,6,0,common_gen:validation:195,0,2a45174a0d673039c05f78f896e331c2e879495a45878998bd816b2230f3d8dc,7eef14e60936672c559aee81f98c2a119518f67908d6a854b7ab0738a5924f74,success,,512.0,512.0,512.0,False,,model_loaded,14.721065887017176,0.45297021901933476,0.22627404500963166,0.6792442640289664,0.6792442640289664,652,1887,34130,33525826,248320,"{""allowed_count"": 248068, ""expected_count"": 248068, ""missing_expected"": [], ""ok"": true, ""stop_token_ids"": [248044, 248046], ""unexpected_allowed"": []}",2.1401076010079123,xgrammar,0.800682961998973,3.2374509010114707,44,65,64,"[1919, 13759, 628, 20359, 3222, 264, 8545, 2706, 11, 3482, 279, 4499, 364, 7652, 8198, 413, 424, 4021, 3222, 1141, 1765, 4528, 888, 854, 13, 561, 23438, 18087, 1874, 6813, 310, 5790, 279, 7009, 1362, 3222, 279, 12321, 8204, 1172, 13818, 4530, 13, 1049, 3738, 1578, 364, 279, 2015, 310, 6851, 680, 1204, 3222, 279, 69089, 3612, 3658, 13, 561, 2724, 7929, 424, 628, 248046]","[1919, 13759, 628, 20359, 3222, 264, 8545, 2706, 11, 3482, 279, 4499, 364, 7652, 8198, 413, 424, 4021, 3222, 1141, 1765, 4528, 888, 854, 13, 561, 23438, 18087, 1874, 6813, 310, 5790, 279, 7009, 1362, 3222, 279, 12321, 8204, 1172, 13818, 4530, 13, 1049, 3738, 1578, 364, 279, 2015, 310, 6851, 680, 1204, 3222, 279, 69089, 3612, 3658, 13, 561, 2724, 7929, 424, 628]",248046,"[248046, 248044]",248046,1,True,True,[4],"This bridge can safely hold a heavy load, yet the potential for failure remains if it cannot hold its own weight over time. The engineers undertook tests to ensure the materials could hold the desired stress under extreme conditions. It took years for the team to figure out how hold the collapsing dam together. The company claims it can",True,3793957376,8.084021691000089
007_common_gen_kth_last_k12_t1,7,7,kth_last,12,1,2,65,14,793,27081196,common_gen,7,0,common_gen:validation:533,0,9d6c48a11599473daa01e2646cdff9844b326e1781b1ecac69d34c119399abd0,a848f3a521fb17714cc40629ec49f9c4e970317ab0bdfd6c55e5d45c068daf2c,success,,512.0,512.0,512.0,False,,model_loaded,14.926676995994058,0.44030512496829033,0.24333884101361036,0.6836439659819007,0.6836439659819007,693,2011,36569,38037247,248320,"{""allowed_count"": 248068, ""expected_count"": 248068, ""missing_expected"": [], ""ok"": true, ""stop_token_ids"": [248044, 248046], ""unexpected_allowed"": []}",2.195271431002766,xgrammar,0.7821541840094142,3.243786647974048,44,65,64,"[19205, 279, 3238, 5284, 11, 279, 2015, 8341, 2019, 364, 449, 14612, 44983, 13, 271, 86313, 25, 8439, 220, 17, 16, 680, 314, 279, 1844, 220, 20, 15, 5656, 513, 303, 9871, 11, 279, 2763, 3272, 883, 328, 26299, 264, 20130, 303, 279, 220, 17, 16, 5364, 1, 369, 3762, 61774, 14673, 5284, 26, 220, 17, 16, 369, 279, 1698, 314, 5656, 303, 9871, 248046]","[19205, 279, 3238, 5284, 11, 279, 2015, 8341, 2019, 364, 449, 14612, 44983, 13, 271, 86313, 25, 8439, 220, 17, 16, 680, 314, 279, 1844, 220, 20, 15, 5656, 513, 303, 9871, 11, 279, 2763, 3272, 883, 328, 26299, 264, 20130, 303, 279, 220, 17, 16, 5364, 1, 369, 3762, 61774, 14673, 5284, 26, 220, 17, 16, 369, 279, 1698, 314, 5656, 303, 9871]",248046,"[248046, 248044]",248046,1,True,True,[2],"Despite the low score, the team kept going for an incredible comeback.

(Note: Since 21 out of the top 50 countries are in Africa, the initial thought about ""running a disaster in the 21 region"" is geographically incorrect score; 21 is the count of countries in Africa",True,3793957376,8.144030579947866
008_common_gen_kth_last_k14_t1,8,8,kth_last,14,1,2,65,16,865,38761726,common_gen,8,0,common_gen:validation:7,0,99dcef79a5fd380bd037f3e91e86c8bcaa8c50fe355a73875ba77f8f7338f4d8,c73457e1ee7370510e920f82afc8bad92d67ba39dae04a299376ef5a37aecd7d,success,,512.0,512.0,512.0,False,,model_loaded,14.521547775017098,0.45672518596984446,0.27504844299983233,0.7317736289696768,0.7317736289696768,769,2241,41099,47157790,248320,"{""allowed_count"": 248068, ""expected_count"": 248068, ""missing_expected"": [], ""ok"": true, ""stop_token_ids"": [248044, 248046], ""unexpected_allowed"": []}",2.0103039710083976,xgrammar,0.7985584299894981,3.070212075021118,45,59,58,"[46776, 6470, 310, 52381, 279, 26463, 2353, 11, 694, 5964, 14607, 551, 557, 5442, 440, 2166, 1599, 7167, 9378, 314, 26089, 6875, 13, 1690, 1381, 25, 10158, 37536, 780, 11378, 321, 29547, 506, 279, 32878, 2015, 11, 5354, 364, 2361, 2526, 694, 4880, 9561, 26089, 1746, 13, 1216, 22643, 279, 6729, 11, 39139, 279, 3498, 11, 321, 46810, 248046]","[46776, 6470, 310, 52381, 279, 26463, 2353, 11, 694, 5964, 14607, 551, 557, 5442, 440, 2166, 1599, 7167, 9378, 314, 26089, 6875, 13, 1690, 1381, 25, 10158, 37536, 780, 11378, 321, 29547, 506, 279, 32878, 2015, 11, 5354, 364, 2361, 2526, 694, 4880, 9561, 26089, 1746, 13, 1216, 22643, 279, 6729, 11, 39139, 279, 3498, 11, 321, 46810]",248046,"[248046, 248044]",248046,1,True,False,[2],"Brown tried to referee the projected match, but quickly realized he was playing with too many missing pieces of hockey equipment. For now: Brown lowered his arms and smiled at the assembled team, ready for another small but actual ice hockey game. He adjusted the panel, securing the bar, and tapped",True,3793997312,7.848739928973373
009_common_gen_kth_last_k16_t1,9,9,kth_last,16,1,2,65,18,929,1570769743,common_gen,9,0,common_gen:validation:393,0,7fcee2b36a1b089a0890c0bfc29c8c502c94ef1f9e7751037fee47e75137c4ad,89edfe57e7bfb388b961c0dddcc64c92eab03522fdcec9296a29c85671df2781,success,,512.0,512.0,512.0,False,,model_loaded,14.474145199055783,0.4629996829899028,0.3016839930205606,0.7646836760104634,0.7646836760104634,837,2447,45165,56157121,248320,"{""allowed_count"": 248068, ""expected_count"": 248068, ""missing_expected"": [], ""ok"": true, ""stop_token_ids"": [248044, 248046], ""unexpected_allowed"": []}",2.020803375984542,xgrammar,0.8060091399820521,3.205276111024432,44,64,63,"[760, 2748, 10345, 383, 279, 6228, 1518, 279, 10335, 1145, 5499, 13, 6228, 2649, 1623, 10335, 1145, 5499, 1518, 2748, 10345, 13, 6228, 2649, 44822, 11045, 2748, 1518, 14810, 3336, 8703, 13, 6228, 2649, 10335, 9799, 2748, 27060, 1518, 27060, 2748, 2649, 13, 6228, 2649, 58445, 383, 6228, 58445, 1518, 15899, 383, 6228, 13, 6228, 2649, 61434, 1518, 61434, 383, 6228, 1518, 61434, 248046]","[760, 2748, 10345, 383, 279, 6228, 1518, 279, 10335, 1145, 5499, 13, 6228, 2649, 1623, 10335, 1145, 5499, 1518, 2748, 10345, 13, 6228, 2649, 44822, 11045, 2748, 1518, 14810, 3336, 8703, 13, 6228, 2649, 10335, 9799, 2748, 27060, 1518, 27060, 2748, 2649, 13, 6228, 2649, 58445, 383, 6228, 58445, 1518, 15899, 383, 6228, 13, 6228, 2649, 61434, 1518, 61434, 383, 6228, 1518, 61434]",248046,"[248046, 248044]",248046,1,True,False,[9],The children performed on the stage before the audience clapped. stage perform child audience clapped before children performed. stage perform audiencing children before dance/dancing. stage perform audience watching children dancing before dancing children perform. stage perform dancers on stage dancers before performing on stage. stage perform dancer before dancer on stage before dancer,True,3793957376,8.034286228998099
